자치구,위도,경도
중랑구,37.58525085,127.0889511
중랑구,37.58543015,127.0790405
중랑구,37.58479309,127.0794144
중랑구,37.5852623,127.0938187
중랑구,37.60837555,127.0731888
중랑구,37.58478546,127.0806503
중랑구,37.58476257,127.087471
중랑구,37.58479309,127.0794144
중랑구,37.58478546,127.0806503
중랑구,37.58470711,127.0820631
중랑구,37.58475494,127.0816803
중랑구,37.58453208,127.078232
중랑구,37.58462161,127.0856788
중랑구,37.58460236,127.0839767
중랑구,37.58467749,127.0831989
중랑구,37.58470711,127.0820631
중랑구,37.58486146,127.0926598
중랑구,37.58543015,127.0954971
중랑구,37.58455236,127.0892755
중랑구,37.59585673,127.0862028
중랑구,37.6083815,127.0988815
중랑구,37.59581702,127.0721044
중랑구,37.60843996,127.0971965
중랑구,37.59577666,127.0775109
중랑구,37.59586716,127.0940933
중랑구,37.58496475,127.0902557
중랑구,37.6083815,127.0988815
중랑구,37.59565701,127.0950355
중랑구,37.6088829,127.075531
중랑구,37.5963009,127.0738948
중랑구,37.60887909,127.0771561
중랑구,37.59762851,127.0963134
중랑구,37.60893716,127.095775
중랑구,37.58528519,127.082756
중랑구,37.59585571,127.075264
중랑구,37.6088829,127.075531
중랑구,37.59542202,127.087573
중랑구,37.59586716,127.0940933
중랑구,37.60897065,127.0762122
중랑구,37.59545224,127.1002369
중랑구,37.59598049,127.094987
중랑구,37.5865447,127.0764731
중랑구,37.59585571,127.075264
중랑구,37.61350675,127.1054068
중랑구,37.60905608,127.0791565
중랑구,37.59616089,127.0782928
중랑구,37.5962944,127.074852
중랑구,37.59367193,127.0952022
중랑구,37.60914612,127.0804977
중랑구,37.58867645,127.080925
중랑구,37.59009933,127.09021
중랑구,37.59598049,127.094987
중랑구,37.59616089,127.0782928
중랑구,37.59569229,127.0771513
중랑구,37.60892105,127.0815659
중랑구,37.60866928,127.0872498
중랑구,37.60949326,127.0812225
중랑구,37.59565701,127.0950355
중랑구,37.60439957,127.0748926
중랑구,37.58867645,127.080925
중랑구,37.61338806,127.0942078
중랑구,37.61140615,127.0790982
중랑구,37.59562102,127.0972507
중랑구,37.61267341,127.0886586
중랑구,37.58587646,127.0859451
중랑구,37.61224033,127.0971116
중랑구,37.61338806,127.0942078
중랑구,37.61353683,127.11129
중랑구,37.59604019,127.1018531
중랑구,37.61392995,127.0983043
중랑구,37.59577942,127.0881729
중랑구,37.58037674,127.093241
중랑구,37.5862236,127.0797348
중랑구,37.59579838,127.0708616
중랑구,37.61392995,127.0983043
중랑구,37.61572715,127.0913353
중랑구,37.59635544,127.0840149
중랑구,37.61655807,127.109024
중랑구,37.61668777,127.0848541
중랑구,37.59653757,127.1012529
중랑구,37.61703491,127.1105042
중랑구,37.59242918,127.1018171
중랑구,37.58867645,127.080925
중랑구,37.61907959,127.1115646
중랑구,37.59242918,127.1018171
중랑구,37.57107925,127.08535
중랑구,37.61907959,127.1115646
중랑구,37.58638382,127.0846329
중랑구,37.61926342,127.1108557
중랑구,37.59604019,127.1018531
중랑구,37.57151298,127.0827117
중랑구,37.60439957,127.0748926
중랑구,37.57107925,127.08535
중랑구,37.57107925,127.08535
중랑구,37.5865447,127.0764731
중랑구,37.57179006,127.0878337
중랑구,37.57154846,127.0822678
중랑구,37.57342911,127.0830917
중랑구,37.5962944,127.074852
중랑구,37.57172504,127.0862751
중랑구,37.57171784,127.0809043
중랑구,37.57176476,127.0871824
중랑구,37.58685238,127.0835049
중랑구,37.57178242,127.0841227
중랑구,37.57177475,127.0847702
중랑구,37.57177475,127.0847702
중랑구,37.57253669,127.0832462
중랑구,37.57120895,127.085228
중랑구,37.57193268,127.0829358
중랑구,37.59242918,127.1018171
중랑구,37.58685303,127.0802307
중랑구,37.57253669,127.0832462
중랑구,37.57329559,127.0810165
중랑구,37.5725563,127.0810648
중랑구,37.59636688,127.0879822
중랑구,37.57800999,127.0800959
중랑구,37.57284399,127.0847776
중랑구,37.57294817,127.0826759
중랑구,37.58703183,127.0874546
중랑구,37.59635544,127.0840149
중랑구,37.5730629,127.0841827
중랑구,37.5963009,127.0738948
중랑구,37.59633255,127.0983734
중랑구,37.59635544,127.0840149
중랑구,37.59604019,127.1018531
중랑구,37.59643046,127.0928594
중랑구,37.58713913,127.0790863
중랑구,37.5965271,127.0953751
중랑구,37.5730629,127.0841827
중랑구,37.57427979,127.0869446
중랑구,37.57120895,127.085228
중랑구,37.57329941,127.0816727
중랑구,37.59624863,127.0961151
중랑구,37.58734131,127.0921478
중랑구,37.59643068,127.0754539
중랑구,37.57364273,127.0838318
중랑구,37.57427979,127.0869446
중랑구,37.57382584,127.0869904
중랑구,37.60109107,127.0857995
중랑구,37.57411199,127.0809314
중랑구,37.58740234,127.0836639
중랑구,37.57507523,127.0893936
중랑구,37.57411199,127.0809314
중랑구,37.57412796,127.0841868
중랑구,37.57411199,127.0809314
중랑구,37.57411199,127.0809314
중랑구,37.57412796,127.0841868
중랑구,37.57470703,127.0828934
중랑구,37.58769396,127.1010282
중랑구,37.59636688,127.0879822
중랑구,37.58359528,127.0873108
중랑구,37.58923508,127.0955448
중랑구,37.57517046,127.0846351
중랑구,37.57472307,127.0858298
중랑구,37.57561053,127.0878463
중랑구,37.57525918,127.0880282
중랑구,37.58773041,127.0974197
중랑구,37.57928959,127.0973795
중랑구,37.57533638,127.0884181
중랑구,37.57517046,127.0846351
중랑구,37.57519401,127.0823473
중랑구,37.57533638,127.0884181
중랑구,37.5755003,127.0814319
중랑구,37.58800888,127.0829315
중랑구,37.59012985,127.0854568
중랑구,37.58999949,127.0944791
중랑구,37.60460254,127.0978188
중랑구,37.57120895,127.085228
중랑구,37.5734084,127.0863714
중랑구,37.57614168,127.0836449
중랑구,37.58802487,127.100125
중랑구,37.58564097,127.0819588
중랑구,37.57573578,127.0867066
중랑구,37.57817682,127.0920146
중랑구,37.57574463,127.0839996
중랑구,37.57641501,127.0807265
중랑구,37.57593504,127.0851931
중랑구,37.58823395,127.0953064
중랑구,37.57574463,127.0870438
중랑구,37.57605362,127.0826492
중랑구,37.58663452,127.1011374
중랑구,37.57627487,127.0853424
중랑구,37.57605362,127.0826492
중랑구,37.57627487,127.0853424
중랑구,37.57774353,127.0842361
중랑구,37.58830705,127.0869067
중랑구,37.58663452,127.1011374
중랑구,37.57574463,127.0839996
중랑구,37.58663452,127.1011374
중랑구,37.59643068,127.0754539
중랑구,37.58703966,127.1003183
중랑구,37.57645416,127.0875473
중랑구,37.57659531,127.0838776
중랑구,37.58852223,127.0840455
중랑구,37.57661057,127.0878296
중랑구,37.57659531,127.0838776
중랑구,37.57999848,127.0955195
중랑구,37.58344478,127.0877285
중랑구,37.57693785,127.0899773
중랑구,37.57678604,127.0852051
중랑구,37.57659995,127.0803679
중랑구,37.58861754,127.0919368
중랑구,37.57691574,127.0812912
중랑구,37.58703966,127.1003183
중랑구,37.57678604,127.0852051
중랑구,37.57691574,127.0812912
중랑구,37.57691574,127.0812912
중랑구,37.57774353,127.0842361
중랑구,37.57574463,127.0839996
중랑구,37.58879709,127.0956309
중랑구,37.57801056,127.0922012
중랑구,37.57761383,127.0884323
중랑구,37.577034,127.0898361
중랑구,37.57730497,127.0898067
중랑구,37.5775528,127.0803604
중랑구,37.57771926,127.086607
중랑구,37.57694798,127.0876529
중랑구,37.58889658,127.0932895
중랑구,37.57797241,127.0930099
중랑구,37.5775121,127.0811765
중랑구,37.5775528,127.0803604
중랑구,37.5775121,127.0811765
중랑구,37.57779312,127.0877075
중랑구,37.57801056,127.0922012
중랑구,37.58900042,127.1021018
중랑구,37.577034,127.0898361
중랑구,37.5787033,127.0843854
중랑구,37.58354983,127.0871239
중랑구,37.57782443,127.0824077
중랑구,37.57801056,127.0922012
중랑구,37.57797241,127.0930099
중랑구,37.57815205,127.0891996
중랑구,37.58908247,127.0809125
중랑구,37.57797241,127.0930099
중랑구,37.59650421,127.0995331
중랑구,37.57810018,127.0835851
중랑구,37.57815205,127.0891996
중랑구,37.57810018,127.0835851
중랑구,37.57815205,127.0891996
중랑구,37.577034,127.0898361
중랑구,37.58924172,127.0798635
중랑구,37.57869339,127.0894699
중랑구,37.57582474,127.0861664
중랑구,37.59643046,127.0928594
중랑구,37.578641,127.0870971
중랑구,37.578228,127.0818634
중랑구,37.57930318,127.0878398
중랑구,37.57840869,127.0915746
중랑구,37.5894925,127.1005182
중랑구,37.58703966,127.1003183
중랑구,37.57857513,127.0942383
중랑구,37.58797955,127.093396
중랑구,37.57869339,127.0894699
중랑구,37.57817682,127.0920146
중랑구,37.59652328,127.0763855
중랑구,37.5788269,127.0882187
중랑구,37.58972168,127.1009903
중랑구,37.57856369,127.0933075
중랑구,37.57857513,127.0942383
중랑구,37.57856369,127.0933075
중랑구,37.58796692,127.0769119
중랑구,37.57894282,127.0923764
중랑구,37.57923435,127.0832424
중랑구,37.589737,127.086763
중랑구,37.5788269,127.0882187
중랑구,37.5966879,127.0974477
중랑구,37.57919107,127.0906856
중랑구,37.57872391,127.0902786
중랑구,37.57894282,127.0923764
중랑구,37.57919107,127.0906856
중랑구,37.57923435,127.0832424
중랑구,37.58999949,127.0944791
중랑구,37.57872391,127.0902786
중랑구,37.59761429,127.079422
중랑구,37.5793072,127.0895914
중랑구,37.6070137,127.0913086
중랑구,37.57909514,127.0858579
중랑구,37.57919107,127.0906856
중랑구,37.57909514,127.0858579
중랑구,37.59014893,127.0721283
중랑구,37.57921168,127.0854043
중랑구,37.57923435,127.0832424
중랑구,37.5968132,127.071022
중랑구,37.61524088,127.0795164
중랑구,37.58004478,127.0836163
중랑구,37.57925479,127.0840738
중랑구,37.57930318,127.0878398
중랑구,37.59033203,127.075325
중랑구,37.59210587,127.0879364
중랑구,37.57945348,127.0919194
중랑구,37.57959592,127.0844602
중랑구,37.57945348,127.0919194
중랑구,37.5968132,127.071022
중랑구,37.58322978,127.0772398
중랑구,37.59043121,127.0739822
중랑구,37.5800067,127.0887392
중랑구,37.5796198,127.0899003
중랑구,37.57959592,127.0844602
중랑구,37.57961273,127.0891647
중랑구,37.58004478,127.0836163
중랑구,37.59659745,127.0889763
중랑구,37.59656525,127.0727692
중랑구,37.59060287,127.0877151
중랑구,37.57984924,127.0862427
중랑구,37.5800067,127.0887392
중랑구,37.58001626,127.092133
중랑구,37.5800067,127.0887392
중랑구,37.61473083,127.084343
중랑구,37.61473083,127.084343
중랑구,37.61485291,127.080864
중랑구,37.59066001,127.0778024
중랑구,37.60742052,127.0811213
중랑구,37.61488851,127.0752583
중랑구,37.61485291,127.080864
중랑구,37.61473083,127.084343
중랑구,37.61540222,127.0800629
중랑구,37.61438553,127.0806258
중랑구,37.57304374,127.0831953
중랑구,37.61459732,127.1007996
중랑구,37.61459732,127.1007996
중랑구,37.60645294,127.0752106
중랑구,37.59579838,127.0708616
중랑구,37.61556962,127.0808721
중랑구,37.61540222,127.0800629
중랑구,37.59244882,127.0932339
중랑구,37.59093857,127.1005707
중랑구,37.59623869,127.103383
중랑구,37.61722767,127.1006182
중랑구,37.61541945,127.0734078
중랑구,37.61553888,127.0977834
중랑구,37.61489105,127.084671
중랑구,37.60585859,127.1062151
중랑구,37.61597443,127.0837784
중랑구,37.59111023,127.0846634
중랑구,37.61572266,127.078949
중랑구,37.61571441,127.0770428
중랑구,37.61558342,127.0872631
중랑구,37.61572266,127.078949
중랑구,37.59270096,127.0747528
중랑구,37.61580276,127.0816345
중랑구,37.61619285,127.0784395
중랑구,37.59117508,127.0939636
중랑구,37.60587192,127.0832542
중랑구,37.61635114,127.0755307
중랑구,37.61619285,127.0784395
중랑구,37.61616775,127.0858008
중랑구,37.61619285,127.0784395
중랑구,37.61630906,127.0742938
중랑구,37.61635114,127.0755307
중랑구,37.59134672,127.0909699
중랑구,37.61580276,127.0816345
중랑구,37.5919684,127.0835279
중랑구,37.58797955,127.093396
중랑구,37.60439346,127.1059924
중랑구,37.61705017,127.08004
중랑구,37.61658062,127.0934168
중랑구,37.61642075,127.0750046
중랑구,37.5913478,127.0993414
중랑구,37.61635114,127.0755307
중랑구,37.61770248,127.102478
중랑구,37.61659079,127.0794438
중랑구,37.61690521,127.0797424
중랑구,37.5927887,127.094696
중랑구,37.5915451,127.0849228
중랑구,37.60404587,127.0764771
중랑구,37.5968132,127.071022
중랑구,37.61819839,127.0806885
중랑구,37.61711378,127.1015406
중랑구,37.61711378,127.1015406
중랑구,37.59682083,127.0836334
중랑구,37.5966879,127.0974477
중랑구,37.59169724,127.091216
중랑구,37.6167717,127.0812454
중랑구,37.6036644,127.0857315
중랑구,37.6174202,127.0819702
중랑구,37.5966879,127.0974477
중랑구,37.6174202,127.0819702
중랑구,37.5914922,127.0987776
중랑구,37.59674382,127.0763853
중랑구,37.58331664,127.0917472
중랑구,37.61763382,127.0804367
중랑구,37.6174202,127.0819702
중랑구,37.603665,127.0954812
중랑구,37.60887909,127.0771561
중랑구,37.61763382,127.0804367
중랑구,37.59682846,127.0730286
중랑구,37.5929184,127.0782166
중랑구,37.59192276,127.0896378
중랑구,37.61820984,127.0871658
중랑구,37.59682064,127.075582
중랑구,37.5928457,127.0897413
중랑구,37.6174469,127.0782547
중랑구,37.59680939,127.0763779
중랑구,37.60268183,127.0872944
중랑구,37.59329987,127.0974731
중랑구,37.59203339,127.0857239
중랑구,37.59220387,127.0941253
중랑구,37.59561861,127.0876766
중랑구,37.61819839,127.0806885
중랑구,37.61820984,127.0871658
중랑구,37.59683228,127.083931
중랑구,37.59220294,127.0760023
중랑구,37.59209061,127.082016
중랑구,37.59210587,127.0879364
중랑구,37.59220387,127.0941253
중랑구,37.59209061,127.082016
중랑구,37.59210587,127.0879364
중랑구,37.57302096,127.0913011
중랑구,37.59203339,127.0857239
중랑구,37.59528783,127.0766841
중랑구,37.59000002,127.0805227
중랑구,37.61782455,127.1011887
중랑구,37.59976257,127.1039261
중랑구,37.59220387,127.0941253
중랑구,37.59220294,127.0760023
중랑구,37.5919684,127.0835279
중랑구,37.59194183,127.0886765
중랑구,37.59185028,127.0901184
중랑구,37.59195221,127.0990279
중랑구,37.58039013,127.0928261
중랑구,37.59218597,127.095108
중랑구,37.5918826,127.0926498
중랑구,37.59192276,127.0896378
중랑구,37.59207916,127.0790329
중랑구,37.59185028,127.0901184
중랑구,37.59179688,127.0740662
중랑구,37.59170898,127.0858582
중랑구,37.59682064,127.075582
중랑구,37.59185028,127.0901184
중랑구,37.59183945,127.1017354
중랑구,37.59173493,127.0982426
중랑구,37.59363174,127.0949783
중랑구,37.59183945,127.1017354
중랑구,37.59185171,127.0919499
중랑구,37.59169929,127.0779238
중랑구,37.61830139,127.0833359
중랑구,37.59169724,127.091216
중랑구,37.59171272,127.0921194
중랑구,37.59169724,127.091216
중랑구,37.61830139,127.0833359
중랑구,37.59173493,127.0982426
중랑구,37.59203339,127.0857239
중랑구,37.59195221,127.0990279
중랑구,37.591465,127.0891418
중랑구,37.5914469,127.0908846
중랑구,37.5915451,127.0849228
중랑구,37.61823273,127.0817871
중랑구,37.59173493,127.0982426
중랑구,37.59140097,127.0915673
중랑구,37.59135971,127.0799652
중랑구,37.59700775,127.0740051
중랑구,37.58756806,127.0989214
중랑구,37.59135818,127.0861893
중랑구,37.59761429,127.079422
중랑구,37.5913478,127.0993414
중랑구,37.59134672,127.0909699
중랑구,37.59140097,127.0915673
중랑구,37.6182495,127.0845989
중랑구,37.6182495,127.0845989
중랑구,37.59122125,127.1013843
중랑구,37.60224888,127.1110977
중랑구,37.59126005,127.1023055
중랑구,37.59126005,127.1023055
중랑구,37.5912547,127.1030409
중랑구,37.59173493,127.0982426
중랑구,37.59225863,127.1004539
중랑구,37.61830139,127.0833359
중랑구,37.59126005,127.1023055
중랑구,37.59378314,127.0941158
중랑구,37.59111023,127.0846634
중랑구,37.59119007,127.0761657
중랑구,37.58475736,127.0782255
중랑구,37.59116745,127.0942307
중랑구,37.59116745,127.0942307
중랑구,37.6182495,127.0845989
중랑구,37.59102249,127.0898132
중랑구,37.59000002,127.0805227
중랑구,37.59111023,127.0846634
중랑구,37.59086199,127.0754111
중랑구,37.59269675,127.092849
중랑구,37.59102249,127.0898132
중랑구,37.58251809,127.0836815
중랑구,37.60246404,127.0805565
중랑구,37.59099386,127.0814153
중랑구,37.59098053,127.081665
중랑구,37.5909011,127.0740946
중랑구,37.59098053,127.081665
중랑구,37.59098053,127.081665
중랑구,37.59093857,127.1005707
중랑구,37.59093857,127.1005707
중랑구,37.58165966,127.0793401
중랑구,37.5940782,127.0817626
중랑구,37.5909011,127.0740946
중랑구,37.59081672,127.0852892
중랑구,37.59086609,127.0809021
중랑구,37.59086199,127.0754111
중랑구,37.61862002,127.0841332
중랑구,37.60837479,127.0787794
중랑구,37.61770248,127.102478
중랑구,37.59122432,127.0785631
중랑구,37.59082119,127.0752396
중랑구,37.59070195,127.0868494
중랑구,37.59064484,127.0948334
중랑구,37.59060287,127.0877151
중랑구,37.59066001,127.0778024
중랑구,37.59066338,127.0922331
중랑구,37.61975205,127.0844697
중랑구,37.59080124,127.0926132
중랑구,37.59111023,127.0939636
중랑구,37.59101868,127.091095
중랑구,37.59027729,127.0879836
중랑구,37.59009933,127.09021
중랑구,37.59055328,127.0832901
중랑구,37.59057332,127.0942573
중랑구,37.59501114,127.0828974
중랑구,37.59048462,127.0891113
중랑구,37.59080124,127.0994339
중랑구,37.59473057,127.0861421
중랑구,37.59050129,127.0917005
중랑구,37.59047699,127.0851593
중랑구,37.59027729,127.0879836
중랑구,37.59048298,127.0777836
중랑구,37.59037973,127.0887251
중랑구,37.59043121,127.0739822
중랑구,37.59048298,127.0777836
중랑구,37.59027729,127.0879836
중랑구,37.59024794,127.0862819
중랑구,37.5900823,127.1008773
중랑구,37.5940782,127.0817626
중랑구,37.59027729,127.0879836
중랑구,37.59080124,127.0994339
중랑구,37.59026958,127.1023266
중랑구,37.60227648,127.0968602
중랑구,37.59225863,127.1004539
중랑구,37.5902765,127.0766162
중랑구,37.59022734,127.1004945
중랑구,37.59725189,127.0786819
중랑구,37.59598049,127.094987
중랑구,37.57400797,127.0795442
중랑구,37.59014893,127.0721283
중랑구,37.59030533,127.099556
중랑구,37.5900823,127.1008773
중랑구,37.58972168,127.0984955
중랑구,37.58006836,127.0908408
중랑구,37.59699631,127.0842896
중랑구,37.58932257,127.0945565
중랑구,37.57999219,127.0950668
중랑구,37.59540558,127.0733719
중랑구,37.62044144,127.1062469
중랑구,37.59000002,127.0805227
중랑구,37.58992767,127.0992584
중랑구,37.58981466,127.0773315
중랑구,37.57533881,127.084403
중랑구,37.58979416,127.0934296
중랑구,37.58981466,127.0773315
중랑구,37.58988478,127.0760724
중랑구,37.58979416,127.0934296
중랑구,37.62044144,127.1062469
중랑구,37.58972168,127.1009903
중랑구,37.58972168,127.1009903
중랑구,37.59761429,127.079422
중랑구,37.58972168,127.0960236
중랑구,37.60837555,127.0731888
중랑구,37.58969582,127.0903377
중랑구,37.58969582,127.0903377
중랑구,37.61807795,127.1109551
중랑구,37.58972168,127.0984955
중랑구,37.59108152,127.0855532
중랑구,37.58953094,127.0831299
중랑구,37.58950774,127.0896188
중랑구,37.58964539,127.0881958
중랑구,37.58947372,127.0987015
중랑구,37.58947372,127.0987015
중랑구,37.5812829,127.0833162
중랑구,37.59009933,127.09021
중랑구,37.60741043,127.0995865
중랑구,37.58894712,127.0743428
중랑구,37.58926392,127.1012497
중랑구,37.58932257,127.0945565
중랑구,37.58926392,127.1012497
중랑구,37.58937836,127.0915985
중랑구,37.58924172,127.0798635
중랑구,37.58937836,127.0915985
중랑구,37.58010022,127.0794737
중랑구,37.58909225,127.0875626
중랑구,37.58909519,127.0736543
중랑구,37.58908463,127.0975342
중랑구,37.58909519,127.0736543
중랑구,37.58909225,127.0875626
중랑구,37.58906937,127.0991898
중랑구,37.58908247,127.0809125
중랑구,37.58233373,127.0887154
중랑구,37.58900042,127.1021018
중랑구,37.58893585,127.0873108
중랑구,37.59026958,127.1023266
중랑구,37.58894712,127.0743428
중랑구,37.58893238,127.078213
중랑구,37.58893585,127.0873108
중랑구,37.58894712,127.0743428
중랑구,37.59770203,127.0747986
중랑구,37.58893238,127.078213
중랑구,37.58889771,127.0752029
중랑구,37.58889811,127.1005401
중랑구,37.58889658,127.0932895
중랑구,37.58889811,127.1005401
중랑구,37.58889811,127.1005401
중랑구,37.58889379,127.0893987
중랑구,37.6074295,127.0771637
중랑구,37.58947372,127.0987015
중랑구,37.58888626,127.0831223
중랑구,37.58882904,127.0986862
중랑구,37.58882904,127.0986862
중랑구,37.58886577,127.0869216
중랑구,37.58843994,127.0765533
중랑구,37.58824158,127.0790558
중랑구,37.60617065,127.0780182
중랑구,37.6019516,127.0851135
중랑구,37.58868899,127.0922616
중랑구,37.58871078,127.0862656
중랑구,37.58868027,127.0812149
중랑구,37.58862686,127.0829697
중랑구,37.58861754,127.0919368
중랑구,37.58863704,127.0860095
중랑구,37.59585673,127.0862028
중랑구,37.58861754,127.0919368
중랑구,37.5962944,127.074852
중랑구,37.58888626,127.0831223
중랑구,37.58843994,127.0765533
중랑구,37.58890492,127.0979823
중랑구,37.60653252,127.0805629
중랑구,37.58846509,127.0848522
중랑구,37.60694504,127.0971375
중랑구,37.58842087,127.0901871
중랑구,37.6065729,127.0919046
중랑구,37.57302096,127.0913011
중랑구,37.58699265,127.094408
중랑구,37.58838493,127.087981
중랑구,37.58838493,127.087981
중랑구,37.58840112,127.0998477
중랑구,37.59804026,127.0774879
중랑구,37.58840112,127.0998477
